instance_id,attribute,task,feature,r,side,actor_uid,attr_value,per_clip_F,n_frames,g1_csv
age_waist_rom_gesture_dancing_A406,age,"gesture, dancing",waist_rom,-0.5040822811701215,low,A406,25.0,74.93284606933594,583,g1/csv/230529/lasso_dance_R_003__A406.csv
age_waist_rom_gesture_dancing_A100,age,"gesture, dancing",waist_rom,-0.5040822811701215,low,A100,24.0,74.10822296142578,367,g1/csv/230103/krakowiak_R_004__A100.csv
age_waist_rom_gesture_dancing_A140,age,"gesture, dancing",waist_rom,-0.5040822811701215,low,A140,25.0,72.80159759521484,657,g1/csv/230124/lasso_dance_R_004__A140.csv
age_waist_rom_gesture_dancing_A119,age,"gesture, dancing",waist_rom,-0.5040822811701215,low,A119,25.0,66.94796752929688,445,g1/csv/230112/krakowiak_R_002__A119.csv
age_waist_rom_gesture_dancing_A276,age,"gesture, dancing",waist_rom,-0.5040822811701215,high,A276,60.0,6.524837493896484,686,g1/csv/230315/tarzan_R_001__A276.csv
age_waist_rom_gesture_dancing_A274,age,"gesture, dancing",waist_rom,-0.5040822811701215,high,A274,66.0,8.262214660644531,401,g1/csv/230315/tarzan_R_003__A274.csv
age_waist_rom_gesture_dancing_A438,age,"gesture, dancing",waist_rom,-0.5040822811701215,high,A438,31.0,9.04296875,555,g1/csv/230112/tarzan_001__A438.csv
age_waist_rom_gesture_dancing_A144,age,"gesture, dancing",waist_rom,-0.5040822811701215,high,A144,29.0,9.173099517822266,468,g1/csv/230124/tarzan_004__A144.csv
age_waist_rom_jogging_turning_A186,age,"jogging, turning",waist_rom,-0.4187447456765785,low,A186,25.0,102.91835021972656,978,g1/csv/230213/jog_avoid_bump_spin_270_R_013__A186.csv
age_waist_rom_jogging_turning_A164,age,"jogging, turning",waist_rom,-0.4187447456765785,low,A164,25.0,102.19630432128906,748,g1/csv/230201/jog_avoid_bump_spin_270_R_001__A164.csv
age_waist_rom_jogging_turning_A411,age,"jogging, turning",waist_rom,-0.4187447456765785,low,A411,25.0,83.34966278076172,585,g1/csv/230530/jog_avoid_bump_spin_270_R_001__A411.csv
age_waist_rom_jogging_turning_A414,age,"jogging, turning",waist_rom,-0.4187447456765785,low,A414,25.0,82.08524322509766,508,g1/csv/230530/jog_avoid_bump_spin_270_R_002__A414.csv
age_waist_rom_jogging_turning_A038,age,"jogging, turning",waist_rom,-0.4187447456765785,high,A038,59.0,15.962821006774902,308,g1/csv/220727/turn_start_jog_135_001__A038.csv
age_waist_rom_jogging_turning_A044,age,"jogging, turning",waist_rom,-0.4187447456765785,high,A044,65.0,21.04203987121582,758,g1/csv/220728/turn_start_jog_090_001__A044.csv
age_waist_rom_jogging_turning_A268,age,"jogging, turning",waist_rom,-0.4187447456765785,high,A268,66.0,22.380172729492188,492,g1/csv/230313/turn_jog_270_R_001__A268.csv
age_waist_rom_jogging_turning_A043,age,"jogging, turning",waist_rom,-0.4187447456765785,high,A043,53.0,24.278501510620117,456,g1/csv/220728/turn_start_jog_090_002__A043.csv
age_waist_rom_jogging_A414,age,jogging,waist_rom,-0.3886330524365247,low,A414,25.0,92.68030548095703,523,g1/csv/230530/jog_avoid_bump_270_R_002__A414.csv
age_waist_rom_jogging_A167,age,jogging,waist_rom,-0.3886330524365247,low,A167,25.0,80.30284118652344,754,g1/csv/230201/jog_avoid_bump_270_R_002__A167.csv
age_waist_rom_jogging_A411,age,jogging,waist_rom,-0.3886330524365247,low,A411,25.0,76.04930114746094,636,g1/csv/230530/jog_avoid_bump_270_R_003__A411.csv
age_waist_rom_jogging_A029,age,jogging,waist_rom,-0.3886330524365247,low,A029,22.0,71.22053527832031,638,g1/csv/220720/jog_sideway_135_stop_003__A029.csv
age_waist_rom_jogging_A063,age,jogging,waist_rom,-0.3886330524365247,high,A063,35.0,0.606324315071106,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
age_waist_rom_jogging_A072,age,jogging,waist_rom,-0.3886330524365247,high,A072,49.0,1.1800622940063477,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
age_waist_rom_jogging_A071,age,jogging,waist_rom,-0.3886330524365247,high,A071,46.0,2.1925699710845947,248,g1/csv/221118/jog_ff_start_180_R_004__A071.csv
age_waist_rom_jogging_A023,age,jogging,waist_rom,-0.3886330524365247,high,A023,46.0,2.6727702617645264,645,g1/csv/220713/jog_backward_start_002__A023.csv
age_waist_rom_turning_A145,age,turning,waist_rom,-0.3603938241920963,low,A145,25.0,68.66071319580078,375,g1/csv/230125/turn_crouch_360_003__A145.csv
age_waist_rom_turning_A146,age,turning,waist_rom,-0.3603938241920963,low,A146,25.0,52.31268310546875,504,g1/csv/230125/turn_crouch_360_002__A146.csv
age_waist_rom_turning_A247,age,turning,waist_rom,-0.3603938241920963,low,A247,25.0,42.31095504760742,422,g1/csv/230306/crouch_turn_360_R_004__A247.csv
age_waist_rom_turning_A128,age,turning,waist_rom,-0.3603938241920963,low,A128,25.0,41.48536682128906,428,g1/csv/230119/turn_crouch_360_001__A128.csv
age_waist_rom_turning_A026,age,turning,waist_rom,-0.3603938241920963,high,A026,46.0,0.8535018563270569,625,g1/csv/220714/step_rotate_idle_000_002__A026.csv
age_waist_rom_turning_A079,age,turning,waist_rom,-0.3603938241920963,high,A079,42.0,2.9390368461608887,265,g1/csv/221125/neutral_idle_turn_360_002__A079.csv
age_waist_rom_turning_A044,age,turning,waist_rom,-0.3603938241920963,high,A044,65.0,4.562063217163086,850,g1/csv/220728/step_rotate_idle_135_003__A044.csv
age_waist_rom_turning_A037,age,turning,waist_rom,-0.3603938241920963,high,A037,69.0,5.752575874328613,765,g1/csv/220727/step_rotate_idle_135_004__A037.csv
age_waist_rom_transition_A126,age,transition,waist_rom,-0.35156158779956725,low,A126,25.0,76.9067611694336,576,g1/csv/230119/mohak_idle_stop_003__A126.csv
age_waist_rom_transition_A029,age,transition,waist_rom,-0.35156158779956725,low,A029,22.0,70.82725524902344,350,g1/csv/220720/mohak_off_005__A029.csv
age_waist_rom_transition_A122,age,transition,waist_rom,-0.35156158779956725,low,A122,25.0,70.53115844726562,691,g1/csv/230118/mohak_idle_stop_103__A122.csv
age_waist_rom_transition_A145,age,transition,waist_rom,-0.35156158779956725,low,A145,25.0,68.68062591552734,601,g1/csv/230125/idle_crouch_right_to_idle_crouch_001__A145.csv
age_waist_rom_transition_A030,age,transition,waist_rom,-0.35156158779956725,high,A030,40.0,3.6596872806549072,840,g1/csv/220720/change_idle_to_idle_right_004__A030.csv
age_waist_rom_transition_A044,age,transition,waist_rom,-0.35156158779956725,high,A044,65.0,3.977224588394165,865,g1/csv/220728/change_idle_left_to_idle_001__A044.csv
age_waist_rom_transition_A257,age,transition,waist_rom,-0.35156158779956725,high,A257,70.0,4.630117416381836,640,g1/csv/230308/idle_right_to_idle_R_002__A257.csv
age_waist_rom_transition_A066,age,transition,waist_rom,-0.35156158779956725,high,A066,56.0,5.15907096862793,506,g1/csv/221117/idle_right_to_idle_003__A066.csv
age_waist_rom_dancing_A306,age,dancing,waist_rom,-0.339217656362835,low,A306,21.0,119.2701187133789,979,g1/csv/230411/dance_retro_twist_step_variation_R_001__A306.csv
age_waist_rom_dancing_A466,age,dancing,waist_rom,-0.339217656362835,low,A466,24.0,112.58384704589844,1259,g1/csv/231006/dance_breezy_001__A466.csv
age_waist_rom_dancing_A313,age,dancing,waist_rom,-0.339217656362835,low,A313,22.0,103.69139099121094,897,g1/csv/230412/dance_latino_kick_kick_padeburee_R_fast_002__A313.csv
age_waist_rom_dancing_A316,age,dancing,waist_rom,-0.339217656362835,low,A316,23.0,103.04869079589844,1631,g1/csv/230413/dance_hiphop_hip_hop_iii_R_001__A316.csv
age_waist_rom_dancing_A307,age,dancing,waist_rom,-0.339217656362835,high,A307,32.0,10.319794654846191,823,g1/csv/230411/dance_basic_first_entry_position_R_003__A307.csv
age_waist_rom_dancing_A055,age,dancing,waist_rom,-0.339217656362835,high,A055,71.0,11.229720115661621,440,g1/csv/221012/dancing_routine_1_003__A055.csv
age_waist_rom_dancing_A056,age,dancing,waist_rom,-0.339217656362835,high,A056,54.0,11.41021728515625,448,g1/csv/221012/dancing_routine_1_003__A056.csv
age_waist_rom_dancing_A041,age,dancing,waist_rom,-0.339217656362835,high,A041,59.0,15.352651596069336,1454,g1/csv/220728/dancing_routine_2_004__A041.csv
age_waist_rom_walking_A145,age,walking,waist_rom,-0.28248352140367405,low,A145,25.0,94.28702545166016,649,g1/csv/230125/crouch_ff_loop_225_004__A145.csv
age_waist_rom_walking_A146,age,walking,waist_rom,-0.28248352140367405,low,A146,25.0,91.1087646484375,714,g1/csv/230125/crouch_ff_stop_225_003__A146.csv
age_waist_rom_walking_A149,age,walking,waist_rom,-0.28248352140367405,low,A149,25.0,75.80470275878906,624,g1/csv/230125/crouch_ff_loop_180_R_003__A149.csv
age_waist_rom_walking_A148,age,walking,waist_rom,-0.28248352140367405,low,A148,25.0,74.56780242919922,774,g1/csv/230125/crouch_ff_loop_225_003__A148.csv
age_waist_rom_walking_A067,age,walking,waist_rom,-0.28248352140367405,high,A067,51.0,0.7120545506477356,214,g1/csv/221117/walk_hands_on_back_stop_003__A067.csv
age_waist_rom_walking_A035,age,walking,waist_rom,-0.28248352140367405,high,A035,43.0,0.7957454323768616,625,g1/csv/220721/walk_backward_stop_001__A035.csv
age_waist_rom_walking_A068,age,walking,waist_rom,-0.28248352140367405,high,A068,65.0,1.1219483613967896,250,g1/csv/221117/walk_hands_on_back_stop_003__A068.csv
age_waist_rom_walking_A066,age,walking,waist_rom,-0.28248352140367405,high,A066,56.0,1.2004344463348389,250,g1/csv/221117/walk_hands_on_back_stop_003__A066.csv
age_waist_rom_jumping_turning_A018,age,"jumping, turning",waist_rom,-0.27769576010989994,low,A018,19.0,59.410404205322266,4352,g1/csv/220705/Jump_Left_002__A018.csv
age_waist_rom_jumping_turning_A029,age,"jumping, turning",waist_rom,-0.27769576010989994,low,A029,22.0,44.59456253051758,485,g1/csv/220720/turn_jump_045_003__A029.csv
age_waist_rom_jumping_turning_A025,age,"jumping, turning",waist_rom,-0.27769576010989994,low,A025,19.0,42.12413787841797,434,g1/csv/220714/turn_jump_0000_006__A025.csv
age_waist_rom_jumping_turning_A093,age,"jumping, turning",waist_rom,-0.27769576010989994,low,A093,24.0,42.03661346435547,339,g1/csv/230102/turn_jump_360_002__A093.csv
age_waist_rom_jumping_turning_A038,age,"jumping, turning",waist_rom,-0.27769576010989994,high,A038,59.0,1.4246187210083008,392,g1/csv/220727/jump_sideway_135_001__A038.csv
age_waist_rom_jumping_turning_A040,age,"jumping, turning",waist_rom,-0.27769576010989994,high,A040,65.0,3.7854197025299072,550,g1/csv/220727/jump_sideway_135_001__A040.csv
age_waist_rom_jumping_turning_A039,age,"jumping, turning",waist_rom,-0.27769576010989994,high,A039,64.0,4.811920642852783,420,g1/csv/220727/jump_sideway_135_001__A039.csv
age_waist_rom_jumping_turning_A037,age,"jumping, turning",waist_rom,-0.27769576010989994,high,A037,69.0,11.947636604309082,547,g1/csv/220727/jump_sideway_135_001__A037.csv
age_waist_mean_vel_jumping_turning_A059,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,low,A059,19.0,64.33663940429688,238,g1/csv/221115/turn_jump_270_003__A059.csv
age_waist_mean_vel_jumping_turning_A025,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,low,A025,19.0,57.46088409423828,262,g1/csv/220714/turn_jump_0135_003__A025.csv
age_waist_mean_vel_jumping_turning_A029,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,low,A029,22.0,55.70456314086914,311,g1/csv/220720/turn_jump_000_003__A029.csv
age_waist_mean_vel_jumping_turning_A031,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,low,A031,22.0,54.77977752685547,266,g1/csv/220720/turn_jump_000_005__A031.csv
age_waist_mean_vel_jumping_turning_A038,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,high,A038,59.0,1.7951408624649048,392,g1/csv/220727/jump_sideway_135_001__A038.csv
age_waist_mean_vel_jumping_turning_A040,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,high,A040,65.0,3.4405951499938965,550,g1/csv/220727/jump_sideway_135_001__A040.csv
age_waist_mean_vel_jumping_turning_A039,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,high,A039,64.0,3.991377592086792,420,g1/csv/220727/jump_sideway_135_001__A039.csv
age_waist_mean_vel_jumping_turning_A037,age,"jumping, turning",waist_mean_vel,-0.4754358656111205,high,A037,69.0,7.960789203643799,547,g1/csv/220727/jump_sideway_135_001__A037.csv
age_waist_mean_vel_turning_A145,age,turning,waist_mean_vel,-0.37757322974984664,low,A145,25.0,99.11549377441406,375,g1/csv/230125/turn_crouch_360_003__A145.csv
age_waist_mean_vel_turning_A146,age,turning,waist_mean_vel,-0.37757322974984664,low,A146,25.0,83.40714263916016,320,g1/csv/230125/turn_crouch_360_003__A146.csv
age_waist_mean_vel_turning_A128,age,turning,waist_mean_vel,-0.37757322974984664,low,A128,25.0,43.36246109008789,392,g1/csv/230119/turn_crouch_360_002__A128.csv
age_waist_mean_vel_turning_A129,age,turning,waist_mean_vel,-0.37757322974984664,low,A129,25.0,37.33365249633789,470,g1/csv/230119/turn_crouch_360_002__A129.csv
age_waist_mean_vel_turning_A026,age,turning,waist_mean_vel,-0.37757322974984664,high,A026,46.0,0.9913738965988159,625,g1/csv/220714/step_rotate_idle_000_002__A026.csv
age_waist_mean_vel_turning_A079,age,turning,waist_mean_vel,-0.37757322974984664,high,A079,42.0,2.174196720123291,265,g1/csv/221125/neutral_idle_turn_360_002__A079.csv
age_waist_mean_vel_turning_A044,age,turning,waist_mean_vel,-0.37757322974984664,high,A044,65.0,2.9167799949645996,850,g1/csv/220728/step_rotate_idle_135_003__A044.csv
age_waist_mean_vel_turning_A042,age,turning,waist_mean_vel,-0.37757322974984664,high,A042,63.0,3.2250118255615234,840,g1/csv/220728/step_rotate_idle_135_001__A042.csv
age_waist_mean_vel_jogging_turning_A094,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,low,A094,25.0,141.8350830078125,314,g1/csv/230102/turn_jog_270_003__A094.csv
age_waist_mean_vel_jogging_turning_A029,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,low,A029,22.0,140.51136779785156,525,g1/csv/220720/turn_start_jog_135_002__A029.csv
age_waist_mean_vel_jogging_turning_A238,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,low,A238,24.0,122.06076049804688,434,g1/csv/230302/turn_jog_360_R_001__A238.csv
age_waist_mean_vel_jogging_turning_A059,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,low,A059,19.0,121.96322631835938,422,g1/csv/221115/turn_jog_270_004__A059.csv
age_waist_mean_vel_jogging_turning_A038,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,high,A038,59.0,22.61907958984375,308,g1/csv/220727/turn_start_jog_135_001__A038.csv
age_waist_mean_vel_jogging_turning_A044,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,high,A044,65.0,29.39126205444336,758,g1/csv/220728/turn_start_jog_090_001__A044.csv
age_waist_mean_vel_jogging_turning_A042,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,high,A042,63.0,32.87510681152344,758,g1/csv/220728/turn_start_jog_090_001__A042.csv
age_waist_mean_vel_jogging_turning_A039,age,"jogging, turning",waist_mean_vel,-0.35841727292917375,high,A039,64.0,39.2691650390625,919,g1/csv/220727/turn_start_jog_045_001__A039.csv
age_waist_mean_vel_gesture_dancing_A186,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,low,A186,25.0,150.73228454589844,666,g1/csv/230213/lasso_dance_R_001__A186.csv
age_waist_mean_vel_gesture_dancing_A140,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,low,A140,25.0,149.4664764404297,646,g1/csv/230124/lasso_dance_R_005__A140.csv
age_waist_mean_vel_gesture_dancing_A236,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,low,A236,25.0,129.60546875,518,g1/csv/230302/lasso_dance_R_001__A236.csv
age_waist_mean_vel_gesture_dancing_A406,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,low,A406,25.0,124.18417358398438,583,g1/csv/230529/lasso_dance_R_003__A406.csv
age_waist_mean_vel_gesture_dancing_A187,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,high,A187,31.0,9.998077392578125,915,g1/csv/230213/tarzan_R_002__A187.csv
age_waist_mean_vel_gesture_dancing_A438,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,high,A438,31.0,10.053411483764648,595,g1/csv/230112/tarzan_003__A438.csv
age_waist_mean_vel_gesture_dancing_A276,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,high,A276,60.0,11.2184476852417,686,g1/csv/230315/tarzan_R_001__A276.csv
age_waist_mean_vel_gesture_dancing_A188,age,"gesture, dancing",waist_mean_vel,-0.35228953153858844,high,A188,29.0,11.439788818359375,915,g1/csv/230213/tarzan_R_002__A188.csv
age_waist_mean_vel_jogging_A451,age,jogging,waist_mean_vel,-0.344232498896733,low,A451,24.0,207.91714477539062,468,g1/csv/230907/jog_arc_cw_loop_R_very_fast_001__A451.csv
age_waist_mean_vel_jogging_A362,age,jogging,waist_mean_vel,-0.344232498896733,low,A362,24.0,160.32321166992188,493,g1/csv/230509/jog_high_knees_R_loop_001__A362.csv
age_waist_mean_vel_jogging_A361,age,jogging,waist_mean_vel,-0.344232498896733,low,A361,25.0,160.293212890625,413,g1/csv/230509/jog_high_knees_R_loop_002__A361.csv
age_waist_mean_vel_jogging_A103,age,jogging,waist_mean_vel,-0.344232498896733,low,A103,25.0,152.833740234375,310,g1/csv/230104/jog_ff_loop_180_R_003__A103.csv
age_waist_mean_vel_jogging_A072,age,jogging,waist_mean_vel,-0.344232498896733,high,A072,49.0,1.2823125123977661,250,g1/csv/221118/jog_ff_start_180_R_004__A072.csv
age_waist_mean_vel_jogging_A063,age,jogging,waist_mean_vel,-0.344232498896733,high,A063,35.0,1.7410787343978882,200,g1/csv/221116/jog_ff_stop_225_004__A063.csv
age_waist_mean_vel_jogging_A023,age,jogging,waist_mean_vel,-0.344232498896733,high,A023,46.0,2.0143237113952637,645,g1/csv/220713/jog_backward_start_002__A023.csv
age_waist_mean_vel_jogging_A071,age,jogging,waist_mean_vel,-0.344232498896733,high,A071,46.0,3.80977463722229,248,g1/csv/221118/jog_ff_start_180_R_004__A071.csv
age_waist_mean_vel_transition_A029,age,transition,waist_mean_vel,-0.3318580671882265,low,A029,22.0,62.60777282714844,350,g1/csv/220720/mohak_off_005__A029.csv
age_waist_mean_vel_transition_A126,age,transition,waist_mean_vel,-0.3318580671882265,low,A126,25.0,38.90166473388672,576,g1/csv/230119/mohak_idle_stop_003__A126.csv
age_waist_mean_vel_transition_A031,age,transition,waist_mean_vel,-0.3318580671882265,low,A031,22.0,38.35783004760742,413,g1/csv/220720/mohak_off_002__A031.csv
age_waist_mean_vel_transition_A230,age,transition,waist_mean_vel,-0.3318580671882265,low,A230,25.0,32.50435256958008,840,g1/csv/230301/idle_crawl_stop_003__A230.csv
age_waist_mean_vel_transition_A042,age,transition,waist_mean_vel,-0.3318580671882265,high,A042,63.0,1.713724136352539,965,g1/csv/220728/change_idle_left_to_idle_002__A042.csv
age_waist_mean_vel_transition_A066,age,transition,waist_mean_vel,-0.3318580671882265,high,A066,56.0,1.8227769136428833,975,g1/csv/221117/idle_to_idle_right_003__A066.csv
age_waist_mean_vel_transition_A041,age,transition,waist_mean_vel,-0.3318580671882265,high,A041,59.0,2.0192792415618896,725,g1/csv/220728/change_idle_to_idle_right_004__A041.csv
age_waist_mean_vel_transition_A069,age,transition,waist_mean_vel,-0.3318580671882265,high,A069,63.0,2.1189873218536377,596,g1/csv/221118/idle_to_idle_right_003__A069.csv
age_waist_mean_vel_dancing_A316,age,dancing,waist_mean_vel,-0.26919665416018557,low,A316,23.0,202.99400329589844,702,g1/csv/230413/dance_vouge_shake_it_babe_180_R_002__A316.csv
age_waist_mean_vel_dancing_A321,age,dancing,waist_mean_vel,-0.26919665416018557,low,A321,23.0,178.93641662597656,727,g1/csv/230414/dance_vouge_shake_it_babe_180_R_002__A321.csv
age_waist_mean_vel_dancing_A322,age,dancing,waist_mean_vel,-0.26919665416018557,low,A322,24.0,177.15191650390625,1030,g1/csv/230414/dance_latino_salsa_step_sides_R_001__A322.csv
age_waist_mean_vel_dancing_A311,age,dancing,waist_mean_vel,-0.26919665416018557,low,A311,21.0,156.36502075195312,721,g1/csv/230412/dance_hiphop_kick_it_R_003__A311.csv
age_waist_mean_vel_dancing_A307,age,dancing,waist_mean_vel,-0.26919665416018557,high,A307,32.0,5.548072338104248,823,g1/csv/230411/dance_basic_first_entry_position_R_003__A307.csv
age_waist_mean_vel_dancing_A056,age,dancing,waist_mean_vel,-0.26919665416018557,high,A056,54.0,10.880274772644043,1962,g1/csv/221012/dancing_routine_1_004__A056.csv
age_waist_mean_vel_dancing_A044,age,dancing,waist_mean_vel,-0.26919665416018557,high,A044,65.0,11.081908226013184,2136,g1/csv/220728/dancing_routine_2_003__A044.csv
age_waist_mean_vel_dancing_A041,age,dancing,waist_mean_vel,-0.26919665416018557,high,A041,59.0,11.221288681030273,1454,g1/csv/220728/dancing_routine_2_004__A041.csv
age_waist_mean_vel_gesture_A143,age,gesture,waist_mean_vel,-0.24167624306036967,low,A143,25.0,111.92059326171875,500,g1/csv/230124/horse_riding_R_002__A143.csv
age_waist_mean_vel_gesture_A185,age,gesture,waist_mean_vel,-0.24167624306036967,low,A185,25.0,106.01608276367188,491,g1/csv/230213/horse_riding_R_003__A185.csv
age_waist_mean_vel_gesture_A186,age,gesture,waist_mean_vel,-0.24167624306036967,low,A186,25.0,104.38170623779297,425,g1/csv/230213/horse_riding_R_001__A186.csv
age_waist_mean_vel_gesture_A236,age,gesture,waist_mean_vel,-0.24167624306036967,low,A236,25.0,101.15851593017578,688,g1/csv/230302/horse_riding_R_002__A236.csv
age_waist_mean_vel_gesture_A039,age,gesture,waist_mean_vel,-0.24167624306036967,high,A039,64.0,0.8876398801803589,635,g1/csv/220727/don_t_know_002__A039.csv
age_waist_mean_vel_gesture_A042,age,gesture,waist_mean_vel,-0.24167624306036967,high,A042,63.0,1.102911114692688,1305,g1/csv/220728/don_t_know_005__A042.csv
age_waist_mean_vel_gesture_A038,age,gesture,waist_mean_vel,-0.24167624306036967,high,A038,59.0,1.2066869735717773,1070,g1/csv/220727/don_t_know_002__A038.csv
age_waist_mean_vel_gesture_A259,age,gesture,waist_mean_vel,-0.24167624306036967,high,A259,60.0,1.2916752099990845,2255,g1/csv/230309/looking_around_up_001__A259.csv
age_ankle_rom_jogging_turning_A018,age,"jogging, turning",ankle_rom,-0.5559118849399609,low,A018,19.0,82.64559936523438,12218,g1/csv/220705/Turn_Start_Jog_0090_001__A018.csv
age_ankle_rom_jogging_turning_A029,age,"jogging, turning",ankle_rom,-0.5559118849399609,low,A029,22.0,81.59230041503906,635,g1/csv/220720/turn_start_jog_135_003__A029.csv
age_ankle_rom_jogging_turning_A165,age,"jogging, turning",ankle_rom,-0.5559118849399609,low,A165,25.0,78.32205581665039,927,g1/csv/230201/jog_avoid_bump_spin_270_R_005__A165.csv
age_ankle_rom_jogging_turning_A414,age,"jogging, turning",ankle_rom,-0.5559118849399609,low,A414,25.0,78.19342422485352,508,g1/csv/230530/jog_avoid_bump_spin_270_R_002__A414.csv
age_ankle_rom_jogging_turning_A038,age,"jogging, turning",ankle_rom,-0.5559118849399609,high,A038,59.0,24.815072059631348,308,g1/csv/220727/turn_start_jog_135_001__A038.csv
age_ankle_rom_jogging_turning_A268,age,"jogging, turning",ankle_rom,-0.5559118849399609,high,A268,66.0,34.64432907104492,492,g1/csv/230313/turn_jog_270_R_001__A268.csv
age_ankle_rom_jogging_turning_A055,age,"jogging, turning",ankle_rom,-0.5559118849399609,high,A055,71.0,36.55205726623535,702,g1/csv/221012/turn_jog_270_002__A055.csv
age_ankle_rom_jogging_turning_A266,age,"jogging, turning",ankle_rom,-0.5559118849399609,high,A266,60.0,37.75856399536133,604,g1/csv/230313/turn_jog_270_R_002__A266.csv
age_ankle_rom_gesture_dancing_A099,age,"gesture, dancing",ankle_rom,-0.38067466048269366,low,A099,25.0,84.88944244384766,816,g1/csv/230103/kozak_dance_004__A099.csv
age_ankle_rom_gesture_dancing_A098,age,"gesture, dancing",ankle_rom,-0.38067466048269366,low,A098,25.0,82.77270889282227,820,g1/csv/230103/kozak_dance_004__A098.csv
age_ankle_rom_gesture_dancing_A101,age,"gesture, dancing",ankle_rom,-0.38067466048269366,low,A101,24.0,81.7523078918457,808,g1/csv/230103/kozak_dance_001__A101.csv
age_ankle_rom_gesture_dancing_A409,age,"gesture, dancing",ankle_rom,-0.38067466048269366,low,A409,25.0,81.5290412902832,844,g1/csv/230529/kozak_dance_001__A409.csv
age_ankle_rom_gesture_dancing_A438,age,"gesture, dancing",ankle_rom,-0.38067466048269366,high,A438,31.0,1.4972379803657532,555,g1/csv/230112/tarzan_001__A438.csv
age_ankle_rom_gesture_dancing_A144,age,"gesture, dancing",ankle_rom,-0.38067466048269366,high,A144,29.0,1.6389251351356506,503,g1/csv/230124/tarzan_003__A144.csv
age_ankle_rom_gesture_dancing_A188,age,"gesture, dancing",ankle_rom,-0.38067466048269366,high,A188,29.0,2.076452374458313,274,g1/csv/230213/tarzan_R_003__A188.csv
age_ankle_rom_gesture_dancing_A187,age,"gesture, dancing",ankle_rom,-0.38067466048269366,high,A187,31.0,2.1373732686042786,915,g1/csv/230213/tarzan_R_002__A187.csv
age_ankle_rom_turning_A145,age,turning,ankle_rom,-0.330204377337527,low,A145,25.0,62.904802322387695,521,g1/csv/230125/turn_crouch_360_002__A145.csv
age_ankle_rom_turning_A128,age,turning,ankle_rom,-0.330204377337527,low,A128,25.0,56.92438507080078,392,g1/csv/230119/turn_crouch_360_002__A128.csv
age_ankle_rom_turning_A245,age,turning,ankle_rom,-0.330204377337527,low,A245,24.0,53.05398368835449,664,g1/csv/230306/crouch_turn_360_R_002__A245.csv
age_ankle_rom_turning_A126,age,turning,ankle_rom,-0.330204377337527,low,A126,25.0,52.78903007507324,443,g1/csv/230119/turn_crouch_270_002__A126.csv
age_ankle_rom_turning_A026,age,turning,ankle_rom,-0.330204377337527,high,A026,46.0,1.1747809946537018,625,g1/csv/220714/step_rotate_idle_000_002__A026.csv
age_ankle_rom_turning_A079,age,turning,ankle_rom,-0.330204377337527,high,A079,42.0,1.8555288910865784,265,g1/csv/221125/neutral_idle_turn_360_002__A079.csv
age_ankle_rom_turning_A044,age,turning,ankle_rom,-0.330204377337527,high,A044,65.0,10.91349172592163,850,g1/csv/220728/step_rotate_idle_135_003__A044.csv
age_ankle_rom_turning_A067,age,turning,ankle_rom,-0.330204377337527,high,A067,51.0,11.606812477111816,586,g1/csv/221117/idle_turn_270_001__A067.csv
age_ankle_rom_transition_A128,age,transition,ankle_rom,-0.3063849692374375,low,A128,25.0,75.04167175292969,926,g1/csv/230119/mohak_idle_start_001__A128.csv
age_ankle_rom_transition_A126,age,transition,ankle_rom,-0.3063849692374375,low,A126,25.0,71.39227104187012,1126,g1/csv/230119/idle_crawl_start_005__A126.csv
age_ankle_rom_transition_A331,age,transition,ankle_rom,-0.3063849692374375,low,A331,25.0,70.58774948120117,735,g1/csv/230418/idle_to_on_all_fours_idle_001__A331.csv
age_ankle_rom_transition_A129,age,transition,ankle_rom,-0.3063849692374375,low,A129,25.0,70.50371932983398,1096,g1/csv/230119/idle_crawl_stop_001__A129.csv
age_ankle_rom_transition_A257,age,transition,ankle_rom,-0.3063849692374375,high,A257,70.0,6.248343229293823,605,g1/csv/230308/idle_to_idle_right_R_003__A257.csv
